Number,Station No,Dam Name,Reservoir,Latitude,Longitude,Province,WMA,Place,Catchment Area,"FSC 1,000,000m³ (million m³)",Type,actual lvl 20151130 (million m³),actual lvl 20151207 (million m³),actual lvl 20151214 (million m³),actual lvl 20151221 (million m³),actual lvl 20151228 (million m³),actual lvl 20160104 (million m³),actual lvl 20160111 (million m³),actual lvl 20160118 (million m³),actual lvl 20160125 (million m³),actual lvl 20160201 (million m³),actual lvl 20160208 (million m³),actual lvl 20160215 (million m³),actual lvl 20160229 (million m³),actual lvl 20160307 (million m³),actual lvl 20160314 (million m³),actual lvl 20160321 (million m³),20151123 (percent full),20151130 (percent full),20151207  (percent full),20151214  (percent full),20151221 (percent full),20151228 (percent full),20150104 (percent full),20160111 (percent full),20160118 (percent full),20160125 (percent full),20160201 (percent full),20160208 (percent full),20160215 (percent full),20160229 (percent full),20160307 (percent full),20160314 (percent full),20160321 (percent full),2015 week 11 (percent full)
142,H3R001,Poortjieskloof Dam ,Poortjies Kloof,33.85822,20.37136,WCw,18,Groot River @ Poortjieskloof Dam,94,9.72,,9.555,,9.433,,,,8.76,8.645,,8.434,,,,7.804,7.804,,97.6,98.3,,97,,,,90.1,88.9,,86.8,,,,80.3,80.3,,73.3
76,C2R004,Potchefstroom Dam ,Potchefstroom,26.67402,27.0959,NW,8,Mooi River @ Potchefstroom Dam,3632,2.027,,1.234,1.293,,1.415,,,1.75,1.78,,1.426,,0.983,0.828,,1.232,2.05,,60.9,63.8,,69.8,,,86.3,87.8,,70.3,,48.5,40.9,,60.8,101.2,62
264,X2R004,Primkop Dam ,Primkop,25.38544,31.07099,M,5,Wit River @ Primkop Dam,262,1.899,,0.356,,0.419,0.478,,,0.412,0.544,,0.371,0.335,0.279,0.281,0.278,0.525,1.111,20.7,18.8,,22.1,25.2,,,21.7,28.6,,19.5,17.6,14.7,14.8,14.6,27.7,58.5,91
153,J1R001,Prinsrivier Dam ,Prinsrivier,33.51705,20.7529,WCo,16,Prins River @ Prinsrivier Dam,757,2.258,,1.188,1.107,0.944,0.899,,,1.058,1.05,,0.932,0.835,0.744,0.713,0.689,0.554,0.494,59,52.6,49,41.8,39.8,,,46.9,46.5,,41.3,37,33,31.6,30.5,24.5,21.9,7.8
46,B3R005,Rhenosterkop Dam ,Rhenosterkop,25.09854,28.91814,M,4,Elands River @ Rhenosterkop Dam,3646,204.58,,61.449,60.687,60.234,59.783,,,57.277,57.714,,55.982,,54.013,53.323,52.369,53.736,53.461,30.6,30,29.7,29.4,29.2,,,28,28.2,,27.4,,26.4,26.1,25.6,26.3,26.1,45.2
79,C2R007,Rietspruit Dam ,Rietspruit,26.41126,26.7948,NW,9,Rietspruit @ Rietspruit Dam,375,7.275,,2.007,1.824,1.472,,,,0.71,,,0.871,0.601,,,0,0,0,28.8,27.6,25.1,20.2,,,,9.8,,,12,8.3,,0,0,0,0,48.2
5,A2R004,Rietvlei Dam ,Rietvlei,25.87653,28.26519,G,3,Hennops River @ Rietvlei Dam,481,12.25,,10.333,10.316,10.536,,,,10.897,11.142,,11.587,,,,,12.269,12.518,83.8,84.3,84.2,86,,,,89,90.9,,94.6,,,,,100.2,102.2,101.7
140,H2R001,Roode Els Berg Dam ,Roode Elsberg,33.43615,19.56845,WCw,18,Sanddrifskloof River @ Roode Els Berg Dam,142,7.727,,6.786,6.586,6.128,5.85,,,4.866,4.339,,3.914,3.841,3.234,2.659,2.431,2.231,1.965,91.5,87.8,85.2,79.3,75.7,,,63,56.2,,50.7,49.7,41.9,34.4,31.5,28.9,25.4,39.4
173,K6R001,Roodefontein Dam ,Roodefontein,34.06667,23.33438,WCo,16,Piesang River@ Roodefontein Dam,28,1.99,,2.017,2.003,2.01,2.017,,,1.981,1.981,,1.968,1.968,1.952,1.924,1.902,1.899,1.883,101.3,101.3,100.7,101,101.3,,,99.5,99.5,,98.9,98.9,98.1,96.7,95.6,95.4,94.6,98.3
16,A2R015,Roodekopjes Dam ,Roodekopjes,25.40685,27.5775,NW,3,Krokodil River @ Roodekopjes Dam,6120,102.33,,63.482,58.077,53.576,49.238,,,39.382,43.333,,37.875,35.409,33.943,36.773,35.338,67.763,97.775,65.5,62,56.8,52.4,48.1,,,38.5,42.3,,37,34.6,33.2,35.9,34.5,66.2,95.5,81.9
10,A2R009,Roodeplaat Dam ,Roodeplaat,25.62108,28.37217,G,3,Pienaars River @ Roodeplaat Dam,682,41.158,,36.804,36.913,37.388,37.868,,,37.241,40.531,,41.079,40.726,40.804,40.843,40.453,41.356,,90.4,89.4,89.7,90.8,92,,,90.5,98.5,,99.8,99,99.1,99.2,98.3,100.5,,100.6
201,R2R002,Rooikrantz Dam ,Rooikrantz,32.75527,27.32589,EC,12,Buffalo River @ Rooikrantz Dam,51,4.799,,4.829,4.829,4.799,4.791,,,4.602,4.692,,4.654,4.715,4.662,4.669,4.602,4.829,4.814,100.2,100.6,100.6,100,99.8,,,95.9,97.8,,97,98.2,97.1,97.3,95.9,100.6,100.3,100.2
42,B3R001,Rust Der Winter Dam ,Rust De Winter,25.23401,28.51755,LP,4,Elands River @ Rust De Winter Dam,1133,28.186,,19.405,18.965,18.57,18.252,,,17.526,17.594,,17.153,16.82,16.557,16.232,16.135,16.103,16.426,69.5,68.8,67.3,65.9,64.8,,,62.2,62.4,,60.9,59.7,58.7,57.6,57.2,57.1,58.3,93.7
89,C5R003,Rustfontein Dam ,Rustfontein,29.2708,26.61559,FS,13,Modder River @ Rustfontein Dam,937,71.208,,13.347,12.888,12.775,12.813,,,13.04,13.347,,14.085,14.244,14.244,14.728,15.057,15.517,15.687,19.3,18.7,18.1,17.9,18,,,18.3,18.7,,19.8,20,20,20.7,21.1,21.8,22,20.3
197,R1R001,Sandile Dam ,Sandile,32.71828,27.10585,EC,12,Keiskamma River @ Sandile Dam,353,29.656,,29.733,29.675,29.522,29.274,,,27.204,26.672,,25.803,25.7,25.291,25.376,25.173,26.584,27.546,100.5,100.3,100.1,99.5,98.7,,,91.7,89.9,,87,86.7,85.3,85.6,84.9,89.6,92.9,100.2
98,C8R004,Saulspoort Dam ,Saulspoort,28.21703,28.36311,FS,8,Liebenbergvlei @ Saulspoort Dam,746,15.675,Balancing Dam,15.713,,15.534,15.147,,,15.252,15.287,,14.494,15.605,15.826,15.498,15.428,15.463,15.569,98.2,100.2,,99.1,96.6,,,97.3,97.5,,92.5,99.5,101,98.9,98.4,98.6,99.3,98.8
23,A3R005,Sehujwane Dam ,Sehujwane,25.30711,25.94707,NW,3,Sehujane River @ Sehujwane Dam,201,3.614,,1.918,1.936,1.918,1.895,,,1.845,2.584,,2.304,,2.818,2.784,2.705,2.655,3.804,53.6,53.1,53.6,53.1,52.4,,,51.1,71.5,,63.7,,78,77,74.8,73.5,105.3,67.4
118,D4R004,Setumo Dam ,Setumo,25.8575,25.50861,NW,3,Molopo River @ Setumo Dam,1787,20.718,,10.332,9.789,,,,,0.013,9.394,,9.368,9.178,9.035,8.758,8.634,9.525,8.269,,49.9,47.3,,,,,0.1,45.3,,45.2,44.3,43.6,42.3,41.7,46,39.9,68.5
235,V1R001,Spioenkop Dam ,Spioenkop,28.6813,29.5171,KN,7,Tugela River @ Spioenkop Dam,2480,270.64,,154.44,152.33,151.6,150.76,,,149.72,151.07,,159.66,162.57,163,170.71,171.72,180.37,185.59,57.5,57.1,56.3,56,55.7,,,55.3,55.8,,59,60.1,60.2,63.1,63.5,66.6,68.6,100.3
82,C3R002,Spitskop Dam ,Spitskop,28.12494,24.5028,NC,10,Harts River @ Spitskop Dam,26920,57.831,,27.058,25.579,24.109,22.516,,,18.687,18.273,,20.842,19.389,18.273,16.676,16.037,15.911,16.676,48.2,46.8,44.2,41.7,38.9,,,32.3,31.6,,36,33.5,31.6,28.8,27.7,27.5,28.8,78
241,V2R003,Spring Grove Dam,Spring Grove,29.31975,29.96496,KN,7,Mooi River @ Spring Grove Dam,339,139.2,,114.35,111.51,110.2,108.62,,,101.34,100.74,,109.27,113.4,114.35,118.04,118.04,119.9,121.4,83.9,82.1,80.1,79.2,78,,,72.8,72.4,,78.5,81.5,82.1,84.8,84.8,86.1,87.2,100.2
135,G4R007,Steenbras Dam - Upper  ,"Steenbrasdam-
Upper",34.16803,18.90165,WCw,19,Steenbras River @ Steenbras Dam-Upper,30,31.811,Balancing Dam,25.838,25.603,24.791,24.631,,,24.38,24.722,,24.198,24.494,24.108,20.492,19.081,18.669,18.553,84.7,81.2,80.5,77.9,77.4,,,76.6,77.7,,76.1,77,75.8,64.4,60,58.7,58.3,77.5
132,G4R001,Steenbras Dam Lower  ,Steenbras,34.18687,18.85247,WCw,19,Steenbras River @ Steenbras Dam-Lower,67,33.88,Balancing Dam,24.525,23.459,22.833,21.703,,,19.038,17.573,,15.685,14.849,13.963,15.563,16.281,15.514,14.733,75.2,72.4,69.2,67.4,64.1,,,56.2,51.9,,46.3,43.8,41.2,45.9,48.1,45.8,43.5,47.1
97,C8R003,Sterkfontein Dam ,Sterkfontein,28.38683,29.01563,FS,8,Nuwejaar Spruit @ Sterkfontein Dam,195,2616.9,Balancing Dam,2425.06,2389.78,2361.87,2331.45,,,2285.18,2283.25,,2290.95,2294.79,2297.35,2303.76,2306.33,2310.19,2310.19,93.8,92.7,91.3,90.3,89.1,,,87.3,87.3,,87.5,87.7,87.8,88,88.1,88.3,88.3,97.9
106,D1R001,Sterkspruit Dam ,Sterkspruit,30.63651,27.36968,EC,13,Sterkspruit @ Sterkspruit Dam,77,9.473,,8.138,,7.927,7.827,,,7.448,7.423,,,,7.399,,,8.431,,87.2,85.9,,83.7,82.6,,,78.6,78.4,,,,78.1,,,89,,101
138,H1R002,Stettynskloof Dam ,Stettynskloof,33.83638,19.25176,WCw,18,Holsloot River @ Stettynskloof Dam,55,14.747,,13.576,13.174,12.575,12.094,,,10.397,9.781,,8.83,8.343,7.81,6.901,6.43,6.091,5.739,94.1,92.1,89.3,85.3,82,,,70.5,66.3,,59.9,56.6,53,46.8,43.6,41.3,38.9,43.8
166,J3R002,Stompdrift Dam ,Stompdrift,33.51168,22.58551,WCo,16,Olifants River @ Stompdrift Dam,5224,49.579,,26.182,25.752,24.988,24.528,,,23.461,22.858,,29.503,28.372,27.707,26.92,26.704,26.355,24.238,54,52.8,51.9,50.4,49.5,,,47.3,46.1,,59.5,57.2,55.9,54.3,53.9,53.2,48.9,35.8
14,A2R013,Swartruggens Dam ,Swartruggens,25.66179,26.69415,NW,3,Elands River @ Swartruggens Dam,505,0.475,,0.003,0.011,,,,,0.003,0.017,,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.7,0.7,2.3,,,,,0.7,3.6,,0.7,0.7,0.7,0.7,0.7,0.7,0.7,74.4
,C3R006,Taung Dam,Taung,,,NW,10,,,61.366,,,,,,,,,,,,,,,50.508,50.304,50.141,,,,,,,,,,,,,,82.1,82.3,82,81.7,92
148,H6R001,Theewaterskloof Dam ,"Thee Waters 
Kloof",34.07741,19.28993,WCw,18,Riviersonderend @ Theewaterskloof Dam,498,479.26,,324.6,316.46,307.33,299.15,,,268.65,258.06,,238.08,227.06,215.79,196.37,188.66,178.71,169.89,69.1,67.7,66,64.1,62.4,,,56.1,53.8,,49.7,47.4,45,41,39.4,37.3,35.4,63
87,C5R001,Tierpoort Dam ,Tierpoort,29.42176,26.13594,FS,13,Tierpoort River @ Tierpoort Dam,922,33.995,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0.2
217,S7R003,Toleni Dam,Toleni,31.55103,28.741,EC,12,Mtata River @ Umtata Dam,886,0.177,,0.131,0.128,0.124,0.119,,,0.098,0.094,,0.081,0.079,0.073,0.081,,0.091,0.097,75.3,73.9,72.5,70.2,67.3,,,55.4,53.2,,45.9,44.9,41,45.9,,51.2,55.1,79.7
47,B4R001,Tonteldoos Dam ,Tonteldoos,25.2793,29.94234,LP,4,Tonteldoos River @ Tonteldoos Dam,55,0.189,,0.153,0.156,0.191,0.189,,,0.19,0.19,,0.19,0.19,0.19,0.19,0.19,0.19,0.19,92.1,81.1,82.5,101,100,,,100.3,100.3,,100.3,100.3,100.3,100.3,100.3,100.5,100.2,100.4
57,B7R003,Tours Dam ,Tours,24.09853,30.25495,LP,4,Ngwabitsi River @ Tours Dam,45,6.084,,2.793,2.731,2.707,2.691,,,2.452,2.375,,2.209,2.135,2.074,1.988,1.95,2.272,3.064,46.9,45.9,44.9,44.5,44.2,,,40.3,39,,36.3,35.1,34.1,32.7,32,37.3,50.4,83.6
212,S5R002,Tsojana Dam,Tsojana,,,EC,12,,,12.272,,12.146,12.131,12.116,12.102,,,12.073,12.087,,12.272,12.272,12.262,12.272,12.233,12.272,12.272,99.1,99,98.8,98.7,98.6,,,98.4,98.5,,100,100,99.9,100,99.7,100,100,100
62,B8R005,Tzaneen Dam ,Tzaneen,23.79763,30.16735,LP,2,Groot-Letaba River @ Tzaneen Dam,650,156.53,,71.693,70.425,68.893,67.041,,,60.351,58.656,,54.878,53.103,51.246,48.257,46.822,53.987,59.781,46.8,45.8,45,44,42.8,,,38.6,37.5,,35.1,33.9,32.7,30.8,29.9,34.5,38.2,77
,T2R001,Umtata,Umtata,,,EC,,,,244.67,,,244.85,245.87,245.87,,,244.6,246.13,,246.63,247.65,246.38,246.13,245.62,247.65,247.4,,,100.1,100.5,100.5,,,100,100.6,,100.8,101.2,100.7,100.6,100.4,101.2,101.1,101.2
69,C1R001,Vaal Dam ,Vaal,26.88234,28.11607,FS,8,Vaal River @ Vaal Dam,38600,2603.45,,1400.57,1414.47,1416.61,1414.47,,,1380.46,1358.23,,1358.23,1342.54,1315.68,1294.31,1265.27,1248.49,1266.26,53.8,53.8,54.3,54.4,54.3,,,53,52.2,,52.2,51.6,50.5,49.7,48.6,48,48.6,79.4
103,C9R001,Vaalharts Storage Weir  ,"Vaalharts  
Storage Weir",28.11529,24.92565,NC,10,Vaal River @ Vaalharts Storage We,115350,50.682,Balancing Dam,38.748,39.089,36.418,37.904,,,41.535,43.163,,35.771,36.745,35.771,38.578,37.737,39.777,36.991,74.1,76.5,77.1,71.9,74.8,,,82,85.2,,70.6,72.5,70.6,76.1,74.5,78.5,73,85.4
15,A2R014,Vaalkop Dam ,Vaalkop,25.3085,27.47446,NW,3,Elands River @ Vaalkop Dam,6063,51.315,,23.83,24.084,24.084,23.893,,,23.388,23.893,,24.084,23.514,22.95,22.395,,21.367,33.684,45.9,46.4,46.9,46.9,46.6,,,45.6,46.6,,46.9,45.8,44.7,43.6,,41.6,65.6,53.7
115,D3R003,Vanderkloof Dam ,Vanderkloof,29.99149,24.73189,FS,13,Orange River @ Vanderkloof Dam,89755,3171.3,,2645.96,2598,2528.95,2461.23,,,2256.47,2200.22,,2090.47,2032.01,1967.91,1855.66,1806.13,1823.45,1868.66,85.3,83.4,81.9,79.7,77.6,,,71.2,69.4,,65.9,64.1,62.1,58.5,57,57.5,58.9,89.9
61,B8R004,Vergelegen Dam ,Vergelegen,23.775,30.08193,LP,2,Politsi Tributary @ Vergelegen Dam,10,0.254,,0.224,0.233,0.246,0.258,,,0.254,0.256,,0.257,0.257,0.258,0.241,0.249,0.257,0.256,95.2,88.3,92,97.1,101.6,,,100,101,,101.3,101.3,101.6,95.2,98,101.3,101,96.2
48,B4R002,Vlugkraal Dam ,Vlugkraal,25.23135,29.94902,LP,4,Vlugkraal River @ Vlugkraal Dam,15,0.443,,0.333,0.325,0.322,0.336,,,0.32,0.31,,0.3,0.314,0.311,0.298,0.293,0.297,0.305,74.8,75,73.2,72.6,75.7,,,72.2,69.8,,67.7,70.9,70.2,67.1,66.1,66.9,68.8,100.4
127,G1R001,Voelvlei Dam ,Voelvlei,33.33936,19.02937,WCw,19,Voelvlei River @ Voelvlei Dam,42,158.58,,60.318,58.22,54.303,52.586,,,47.17,43.847,,41.096,39.954,38.602,36.142,35.231,32.937,32.641,39.4,38,36.7,34.2,33.2,,,29.7,27.6,,25.9,25.2,24.3,22.8,22.2,20.8,20.6,56.5
37,A9R002,Vondo Dam ,Vondo,22.95029,30.35172,LP,2,Mutshindudi River @ Vondo Dam,49,30.447,,23.374,21.306,21.2,21.078,,,20.333,20.281,,20.025,19.738,19.42,19.32,19.187,19.171,19.154,71.6,76.8,70,69.6,69.2,,,66.8,66.6,,65.8,64.8,63.8,63.5,63,63,62.9,94.4
258,X1R003,Vygeboom Dam ,Vygeboom,25.88233,30.61909,M,5,Komati River @ Vygeboom Dam,3127,78.02,,59.299,60.179,60.12,59.533,,,56.991,57.048,,55.629,54.61,53.491,52.606,51.295,52.441,53.547,77.5,76,77.1,77.1,76.3,,,73,73.1,,71.3,70,68.6,67.4,65.7,67.2,68.6,100.9
245,V7R001,Wagendrift Dam ,Wagendrift,29.04199,29.85294,KN,7,Boesmans River @ Wagendrift Dam,744,55.9,,42.393,42.393,40.713,40.3,,,38.868,39.316,,55.331,56.638,56.268,56.162,56.11,56.532,56.321,77.4,75.8,75.8,72.8,72.1,,,69.5,70.3,,99,101.3,100.7,100.5,100.4,101.1,100.8,100.8
9,A2R008,Warmbad Dam ,Warmbad,24.86781,28.25936,LP,3,Buffels Spruit @ Warmbad Dam,134,0.549,Balancing Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,S3R001,Waterdown Dam ,Waterdown,32.28539,26.85917,EC,12,Klipplaat River @ Waterdown Dam,602,37.441,,37.546,37.414,37.151,36.863,,,35.645,35.337,,34.625,34.322,33.946,33.522,33.746,35.928,34.196,100.4,100.3,99.9,99.2,98.5,,,95.2,94.4,,92.5,91.7,90.7,89.5,90.1,96,91.3,99.6
111,D2R004,Welbedacht Dam ,Welbedacht,29.90938,26.86033,FS,13,Caledon River @ Welbedacht Dam,15285,9.592,Balancing Dam,8.519,5.492,4.691,5.076,,,6.311,9.195,,10.251,10.251,9.776,9.352,9.352,10.059,9.776,97.5,88.8,57.3,48.9,52.9,,,65.8,95.9,,106.9,106.9,101.9,97.5,97.5,104.9,101.9,103.7
128,G1R002,Wemmershoek Dam,Wemmershoek,,,WCw,19,,,58.71,,37.273,36.7,36.22,35.722,,,34.252,33.749,,32.92,32.49,32.022,31.037,30.68,30.168,29.776,64.4,63.5,62.5,61.7,60.8,,,58.3,57.5,,56.1,55.3,54.5,52.9,52.3,51.4,50.7,62.1
254,W5R002,Westoe Dam ,Westoe,26.50572,30.62561,M,6,Usutu River @ Westoe Dam,531,60.095,,27.295,27.466,27.643,27.557,,,27.386,27.643,,27.9,27.857,27.771,29.046,29.046,31.067,32.299,45.9,45.9,46.1,46,45.9,,,45.6,46,,46.4,46.4,46.2,48.3,48.3,51.7,53.7,55.4
39,B1R001,Witbank Dam ,Witbank,25.89157,29.30521,M,4,Olifants River @ Witbank Dam,3579,104.02,,61.71,,,60.036,,,58.353,58.107,,57.25,56.704,56.042,55.385,54.296,55.982,65.193,60.5,59.3,,,57.7,,,56.1,55.9,,55,54.5,53.9,53.2,52.2,53.8,62.7,87.4
263,X2R003,Witklip Dam ,Witklip,25.23649,30.89967,M,5,Sand River @ Witklip Dam,64,12.519,,5.847,5.796,6.016,6.285,,,,5.859,,5.72,5.583,5.438,5.114,4.926,5.147,5.695,47.9,46.7,46.3,48.1,50.2,,,,46.8,,45.7,44.6,43.4,40.8,39.3,41.1,45.5,96.2
171,K2R002,Wolwedans Dam ,Wolwedans,34.01445,22.22905,WCo,16,Groot Brak River @ Wolwedans Dam,123,24.626,,24.673,24.533,24.382,24.336,,,24.673,24.673,,24.556,24.475,24.301,23.795,23.505,23.75,23.67,99.4,100.2,99.6,99,98.8,,,100.2,100.2,,99.7,99.4,98.7,96.6,95.4,96.4,96.1,91.1
237,V1R003,Woodstock Dam ,Woodstock,28.75871,29.24631,KN,7,Tugela River @ Woodstock Dam,1149,373.25,Balancing Dam,296.59,,,296.59,,,238.93,242.67,,264.79,275.71,276.44,,287.63,287.63,287.63,79.5,79.5,,,79.5,,,64,65,,70.9,73.9,74.1,,77.1,77.1,77.1,97
214,S6R002,Wriggleswade Dam ,Wriggleswade,32.57832,27.55879,EC,12,Kubisi River @ Wriggleswade Dam,447,91.471,,91.171,91.371,91.471,91.071,,,90.871,89.877,,89.482,89.977,89.779,90.373,90.274,92.773,91.671,99.7,99.7,99.9,100,99.6,,,99.3,98.3,,97.8,98.4,98.2,98.8,98.7,101.4,100.2,100.3
216,S7R002,Xilinxa Dam ,Xilinxa,32.14229,28.09938,EC,12,Xilinxa River @ Xilinxa Dam,199,13.823,,6.181,5.707,5.645,5.569,,,4.931,4.633,,4.384,4.508,4.398,3.829,3.765,3.97,4.035,45,44.7,41.3,40.9,40.3,,,35.7,33.5,,31.7,32.6,31.8,27.7,27.2,28.7,29.2,70.6
205,S1R001,Xonxa Dam ,Xonxa,31.83804,27.18168,EC,12,White Kei River @ Xonxa Dam,1450,115.86,,113.12,115.48,112.37,111.63,,,112,114.86,,115.99,116.25,115.86,115.86,115.86,116.25,116.38,97.8,97.6,99.7,97,96.4,,,96.7,99.1,,100.1,100.3,100,100,100,100.3,100.5,99.9
244,V3R003,Zaaihoek Dam ,Zaaihoek,27.43935,30.05956,KN,7,Slang River @ Zaaihoek Dam,620,184.63,,121.48,119.9,117.98,117.98,,,111.25,110.73,,108.89,108.37,108.11,108.81,107.94,107.94,107.94,66.6,65.8,64.9,63.9,63.9,,,60.3,60,,59,58.7,58.6,58.9,58.5,58.5,58.5,90.5
